x,y,z
142.88021536416568,407.58915737743905,a
105.28818920391437,422.9979745256475,a
107.61277206251657,435.8044082158496,a
99.93622150118878,472.3767968398347,a
140.42171832246152,388.4428949295268,a
75.54952419574796,437.26354501954154,a
97.33273727721992,459.2392753233943,a
101.4212245860249,397.0966150572467,a
113.56672759107111,441.14673426754524,a
114.47009286780244,388.56693806513863,a
89.35305262917915,396.95883615639764,a
116.78643319406628,433.4819054029487,a
94.1042851443211,442.9073350957378,a
126.2062460351687,419.45041940183864,a
127.25514245700026,441.4576942171385,a
119.44475139045849,434.78147045975203,a
120.05245184655698,414.8559205343987,a
128.18515781800383,417.66022290029787,a
131.8154015054381,418.56733906345136,a
156.63196766960104,413.58419208514886,a
156.22287433950996,401.07655779503193,a
218.13462852391294,381.3872143836235,a
171.54058387699058,434.2309302406666,a
139.89615163976038,398.96477806823674,a
201.66793118637815,404.56084529111314,a
173.55389309618852,377.64022206672826,a
181.17572396779178,427.14718640305273,a
134.3181935060993,432.23902810358527,a
171.22208693048628,373.9956983758539,a
172.35028184527658,380.2443495082491,a
174.59626874063508,378.97911224687266,a
109.44434048178667,345.99663267409596,a
209.30631735911882,356.6580325458642,a
159.29586238516595,400.0480159956422,a
156.160475622442,361.3817881253141,a
156.5242250832089,382.8380156017017,a
144.86621319790177,395.34777272538935,a
157.35165106674458,386.08385735251727,a
95.52199265322736,372.8635935626199,a
153.52220445450047,417.8987291824799,a
195.64689854897503,437.1367222287179,a
128.8590685110241,425.0090734237224,a
174.89663350523276,461.55772660778666,a
156.4644149640672,407.9385403708544,a
133.03866987824026,422.9109320794635,a
171.74587155509752,493.57056334887994,a
132.5819847670826,427.52921945448895,a
143.33608408734898,428.9598337718663,a
138.47741419390334,440.6144791583713,a
110.42593310119896,464.455468379638,a
201.01972599273512,455.4925010715327,a
160.67652602459717,451.7887157876668,a
119.83541359945278,479.6066956130209,a
106.83639407223929,492.04084585653584,a
128.8407123339184,420.3092219231446,a
129.39331092824034,439.75494001540676,a
168.17004995012127,444.3699179441572,a
110.59426824028215,480.3769876252996,a
191.98867966570594,418.2102119701278,a
442.6029000801016,440.52344380070883,a
413.2590890996193,461.1345746848764,a
449.0917701868609,419.1822235679014,a
437.2630240242435,440.9244854624594,a
441.95787535128807,420.82135262820316,a
435.21970328051873,420.1625492183123,a
450.2664752098526,452.8546696323072,a
418.11979595078174,391.43770947417966,a
420.2754351890388,471.4037923573424,a
459.96987986080893,418.98419139204975,a
459.0314187770651,418.53986601559717,a
471.3328090112259,397.1472468128877,a
454.04486242195435,436.6356162668876,a
473.5513735679984,418.74918683680625,a
465.5961194704131,399.2671987381456,a
490.7649816706521,371.1126117126681,a
501.97076268885337,446.0149346005827,a
472.73191609958883,431.95897162874076,a
460.8938235788683,404.1844509551919,a
457.7668185344002,421.779119122759,a
464.8577167516133,427.1679728842464,a
474.7998760233795,402.1073945856547,a
516.9054464023725,396.48550810602654,a
514.222472115318,385.2600650807321,a
460.24792511136945,383.2116643861512,a
475.23908268000434,409.01137510837543,a
518.0898481700573,378.38721309669916,a
476.4952747137325,395.02925668681127,a
501.28711156332656,385.45099670825584,a
487.1260664744189,340.12518325137887,a
523.5641533511205,386.14534587760113,a
428.3963526296201,334.72476820191105,a
460.72376207337203,387.2450559363896,a
433.0879946412881,380.9686211078518,a
437.592265370948,378.16622427566966,a
435.5872277536192,428.35859524434505,a
483.81178028991127,356.8422582028476,a
465.6599609143563,333.9293267698455,a
416.60227689288035,402.61304936607064,a
465.4149272292398,407.13098851350105,a
440.3275286053745,408.72028862200426,a
460.106369687172,386.9336590572509,a
472.62495615644,393.97937708213504,a
449.6627300312099,387.00303627735315,a
430.69465357672465,418.3671225893472,a
491.9001050026566,441.07359149565764,a
473.6991589894418,460.8752795069352,a
444.69866609149426,473.6810472905098,a
466.2943279086571,420.75153665236985,a
190.5004819946914,113.37077548484643,a
174.0583296602215,152.09136785246835,a
190.85565420441776,167.80757697390197,a
170.5939078327671,70.13278286009245,a
156.87987975740396,125.52115585376345,a
169.85782132724495,51.85143128886466,a
141.31894129878734,72.72638513094171,a
134.45322354693667,78.83762391127823,a
100.22510853440565,29.939816363793852,a
136.6530737211208,115.0433003162475,a
97.09299314161481,128.8689814892246,a
122.36536536635963,78.4848146896756,a
164.3333070191877,130.77079955729806,a
97.41894677528522,113.92049409023946,a
120.97779922166725,204.52819695308443,a
87.81470861938243,191.49529980659213,a
198.13534834795962,236.99331459400776,a
165.9334873676039,191.97150425920267,a
126.69375011374962,224.364472820731,a
176.38749636969263,182.71698977725703,a
127.99576494286298,153.7131230757405,a
158.02812866061498,192.38073532832055,a
132.81528825725547,129.68350842251994,a
192.45027132643978,193.00923884326966,a
222.5830862866048,198.66506155596113,a
181.57233466719217,152.2859730058367,a
229.1940190388127,107.96622034924013,a
184.17435060439593,144.77017964103476,a
157.11606849990116,134.7878451392143,a
114.65612150393974,92.4928907806584,a
121.76464180016345,105.03600657702191,a
123.02401440538843,125.59251523276134,a
120.40122772262472,88.50264676133463,a
120.99866387507583,105.55214704358912,a
126.72674789950159,102.01106060127785,a
148.11271860796148,116.07997852433766,a
136.9436879881278,116.80047716271184,a
145.36433640569558,68.96681567980795,a
112.701297951143,113.33520299466664,a
115.15214299733911,137.1754526950508,a
174.49868724434177,164.24791509234535,a
129.14261250546704,117.53976261680384,a
159.42623677611857,162.93872547924553,a
145.415529739322,141.82883730318935,a
157.24505753070133,176.95249249032588,a
157.20554796360145,157.92477702293803,a
276.01728542493277,247.34568794779756,a
307.7661777882889,271.0380365625372,a
277.15128497475814,240.02259552109683,a
301.68876482900833,282.72124012029155,a
283.64720407519167,265.2327409907563,a
265.2025219190066,228.58595463572755,a
294.97888927882184,227.28596135079096,a
350.9442232769895,197.53447114761087,a
255.97663675842603,236.84609132043676,a
280.1494617564446,257.6953987247779,a
337.41405968678566,225.44127722699045,a
319.7655845370692,211.01806365048617,a
351.3170955432041,202.85229931872345,a
368.7578959472356,251.45743844799063,a
308.9421352420586,235.81998269779928,a
335.67679004852766,257.19755747478416,a
339.5984368785779,254.3159512856298,a
322.9415550242586,280.41480674192235,a
329.7256128634157,212.2125870143646,a
406.51219474606455,223.58996409828387,a
353.87627341002997,230.55958492892069,a
341.7782723551171,231.73364907343347,a
311.514573188468,203.13799236902986,a
326.40809317281037,253.9071484706078,a
313.796454277555,186.20032468556832,a
339.18106467112165,218.4722768095782,a
323.4106866856545,204.4566942917653,a
310.5420167892781,227.30197703782056,a
372.58489077206303,165.32241961930572,a
275.6180962041675,205.1001105798826,a
293.25312374667305,194.94574554444858,a
243.1856456460324,191.13700536398153,a
271.01924004154193,241.85722543198204,a
266.7487821416621,212.47843534466227,a
306.86755970627433,252.59887678027576,a
320.32573060742743,207.12500723652028,a
347.4440138016709,267.29785597810326,a
324.9372022590702,284.5202536527202,a
435.00984208314645,165.17987560098607,a
433.00630787609646,109.3807576368929,a
370.0691045350258,103.78253243327492,a
376.89304239455106,164.14954726870974,a
446.29377288311844,101.33133843335912,a
406.6092956632053,134.992826104495,a
392.7494749951907,112.01927329194473,a
433.58819978248107,119.5692778877966,a
397.10634639709605,110.40176217840866,a
449.5277123790633,37.81542688801545,a
436.873416921809,96.42069959395286,a
436.32328170670024,99.85064037881722,a
412.53957056067895,48.59930888099581,a
469.77537497564794,66.70320488355156,a
480.2008409050346,116.84687419406316,a
489.0375776335369,67.18600207493677,a
528.2737493715365,114.39802432211746,a
476.5553072699758,95.5657737213512,a
503.65551345490024,76.03142209434435,a
489.8085665204002,85.68097839093781,a
449.16489906712303,66.04652833392237,a
431.9927179835,52.94222758832768,a
465.96713531391765,85.26227735198313,a
480.86588592908737,74.44335674623403,a
412.37583985892337,79.14037478290311,a
406.9805285056742,78.19423127184024,a
425.27780815868215,19.132678038213555,a
381.21977921328903,106.05833611551645,a
431.4569658330869,48.45111620293471,a
419.68679718072644,69.49872510665148,a
410.3650539953433,82.96889761729119,a
392.6702919810075,108.3647419753741,a
392.398623841708,66.26775874473503,a
476.73764522103994,119.14154683196932,a
446.5187454697766,116.35024684866016,a
500.47206860137976,125.48216905402762,a
415.6287250961822,130.36509447405217,a
488.26174772084903,104.85574542537216,a
497.20725124765164,210.54590121378197,a
520.447540984149,247.3372820625753,a
550.4186555660889,231.295371318972,a
480.8435990580941,171.26253283969913,a
545.4253016193524,253.81665559593966,a
489.8727345858605,255.36415227754117,a
496.4100723835152,254.14314589793543,a
455.4726074395473,197.063660182687,a
512.7900643848191,229.271872642051,a
523.7586198530361,187.4637087909386,a
526.57062162742,215.62109244515312,a
496.60546749853694,235.64556596146372,a
558.8528154181964,267.58760807508395,a
582.1382534782792,194.47429006490944,a
582.6412041587159,240.1021820965512,a
571.8007889074375,216.56674549199795,a
598.6541940317207,231.85565285395836,a
585.5398582860599,192.9944742469246,a
575.428325905869,217.4085747249843,a
560.6408171854954,240.77537156034322,a
599.6354077981839,261.3510672983974,a
594.9611906591285,207.70252754491958,a
612.0970961665448,198.9206232826981,a
554.6459357227183,212.56456772547847,a
575.5907630990224,193.85098059317068,a
601.2019838886622,202.9995805387009,a
585.2457250099206,187.32136315772544,a
523.2580692616116,162.75152044938892,a
525.3058913584248,213.492650266419,a
532.3044612128829,211.97972220893945,a
555.1534862866024,163.35172247380012,a
549.6928810995523,192.58376705543571,a
538.0374963443905,185.20345389937518,a
534.5281221469593,174.965097011358,a
551.7991185384643,242.68439154232874,a
526.5874040825173,205.63106113745368,a
521.4029909999516,161.32501457789158,a
649.3466003024449,402.7928365494395,a
611.8927482128369,406.7086826347016,a
576.6460425137905,429.73855772525053,a
613.3766700562404,397.7082869810464,a
590.6386970482963,399.5052859141059,a
608.2212460983627,409.953469990161,a
610.2398653669862,401.66092275766454,a
641.082758072742,383.21069258339674,a
661.011416055973,378.94759532221474,a
663.5057764507502,395.8131488998984,a
673.4534202598177,420.7331165144278,a
631.3001578562265,388.8178143968454,a
595.2163028613886,361.21777520303135,a
645.9927399560657,363.0882586590201,a
658.2809758938681,357.9731867360005,a
656.5213915175718,447.22145907745005,a
713.371125179195,381.95383933879214,a
689.0896641957485,382.61543416502786,a
633.6266622241031,401.14037349773304,a
652.5627574380715,315.2792037568513,a
686.9005869114079,321.8439889292457,a
652.7010414055991,348.36831380231513,a
635.348336151676,384.5544909629861,a
624.490969669307,362.4072679106056,a
643.0738139237823,368.2536914338142,a
648.9807591085535,348.3782656008539,a
622.332096641034,425.00020811714967,a
652.488387258384,347.1242344184048,a
617.1240784879518,394.21310363450107,a
607.4779951680947,439.9899572550606,a
696.0323302512429,359.9689750203984,a
688.5263178625505,429.435129203187,a
349.2770936534341,387.02764700902543,a
327.39593235676034,306.91779764856494,a
329.75191892909396,413.0962347203535,a
307.75332270392045,385.4869491619614,a
303.1830783295916,399.1517500643951,a
306.6714271213586,392.3454884026181,a
318.9638709441816,387.3437604436657,a
361.5074499715845,407.7595987784376,a
350.38217991767925,382.72051405902687,a
337.35658076126174,370.0442172909507,a
343.79564475732207,364.3826702555913,a
281.0462868156413,362.59817850326056,a
314.7934870068715,384.9854357473812,a
302.91324697386045,349.93532903599146,a
348.4655013621813,363.8291779553217,a
284.77772071429445,409.31085707289014,a
279.806481921891,387.6264003028202,a
306.74328232158956,355.69547588770155,a
310.6627163826141,366.78223851557505,a
281.2004310358103,374.86535921195434,a
266.4877682135082,415.9845274934457,a
309.14572967621996,377.53413460039985,a
286.08860533358654,431.1401878944078,a
335.42412206506344,424.1130451715651,a
295.08306096589206,363.9343161990031,a
280.161984664373,366.2943355590468,a
281.6859943732768,361.5784676111728,a
324.8970702227437,411.13701363405795,a
309.3173332734442,357.43315152206276,a
304.39563180803026,391.4489422322571,a
291.6541932006992,407.2123849349885,a
314.12128194579833,411.80347047258084,a
311.53702040318626,423.82805448435806,a
310.4954581242703,419.3212956434976,a
332.0881542885151,451.56494649126194,a
318.7618680375917,397.21246057594664,a
332.6757638483376,403.230118671965,a
291.38610503681053,394.96239003180904,a
362.14691804418726,371.72588212020054,a
327.2676412884661,388.3567031094778,a
334.85196599750174,381.6361522452095,a
343.06769180368366,447.0797583496613,a
348.61749779382575,414.7579150266999,a
319.23920315396896,400.37119146717083,a
326.26411205205466,389.3604906393687,a
348.377826482428,388.8902436880496,a
330.83446585708566,389.50165129248285,a
414.07723551093505,371.348074346639,a
344.90532385495527,422.6663341620832,a
302.0640327512081,345.9977170338219,a
320.26021163048676,348.71135373576374,a
359.6457313722113,384.7361910453317,a
379.60204550409827,367.9930008118298,a
325.0999431851746,382.40727146781506,a
375.6506646366484,346.2536585675888,a
360.28674740959764,362.7446835883676,a
330.14792927513184,392.2472934964434,a
352.6682425158029,388.0525310031715,a
281.1942695813443,390.54290506857535,a
329.3570140385605,356.50888520573244,a
345.40225175256114,365.8017557491539,a
326.73636054966113,355.4665121621869,a
295.0914432349931,352.39711313539306,a
342.73627338602415,377.6100051822974,a
301.5351004902165,359.52034186293304,a
329.595005665715,380.4870222080329,a
358.03644839575225,357.5080804914409,a
359.8165951993571,379.8816846063629,a
276.0633909763331,397.49564239112283,a
289.52940855337044,414.5000384835382,a
318.5416698673633,369.75057053606474,a
308.4444499862058,350.05580918246443,a
291.6171618746116,342.27679219519007,a
290.20148935999947,362.6198929569511,a
304.7198284798526,360.7310731138711,a
286.1538559404965,310.1195256874826,a
276.7591594465286,372.7095391002455,a
267.73435086174663,340.61324518976915,a
302.3902356582497,294.9989254138776,a
279.2119277933874,367.4272039460165,a
303.550050496984,371.6196703798545,a
293.22426281151064,305.94696612458455,a
310.2903689657236,352.75058878183347,a
282.99387485670684,371.66163695109753,a
304.3817741587557,329.473018159561,a
303.0467907008988,404.2304475145863,a
267.5214530948813,321.60364302568934,a
258.16342471852954,296.5873492814495,a
225.88231004379054,362.28492112164054,a
267.83862941469965,342.40912427688585,a
267.43680574425383,366.277955598146,a
257.17721890827715,356.36234016476203,a
257.8263537554929,346.01624615028504,a
272.95498052137464,300.0667737479362,a
277.83059591773076,357.7900700416974,a
277.8873257554139,353.9028151356453,a
292.28076829357394,381.15350973227476,a
265.05323064282067,380.9066035328996,a
277.08386932965556,326.8037354006858,a
233.965061912025,399.80916400868364,a
290.6389394584377,314.7056451963457,a
258.9205374608659,312.04817507460723,a
237.67016624303238,368.29346284579526,a
271.29829745750516,346.8881231068612,a
253.43078581142743,370.2638526931618,a
285.22697896626363,292.92311806806015,a
279.7125351510176,317.6694069440498,a
